kodefikasi;komponendata;satuan;sumberdata;2023;2024;2025;2026
36201510516;Jasa Kesehatan danKegiatan Sosial;%;Badan Perencanaan Pembangunan Daerah; 1,45 ;0;0;0
36201510517;Jasa lainnya;%;Badan Perencanaan Pembangunan Daerah; 1,72 ;0;0;0
362015106;Perkembangan PDRB Atas Dasar Harga Konstan;;Badan Perencanaan Pembangunan Daerah;;;;
36201510601;Kabupaten Pandeglang;Juta rupiah;Badan Perencanaan Pembangunan Daerah; 21.341.090,31 ;0;0;0
36201510602;Kabupaten Lebak;Juta rupiah;Badan Perencanaan Pembangunan Daerah; 22.706.798,37 ;0;0;0
36201510603;Kabupaten Tangerang;Juta rupiah;Badan Perencanaan Pembangunan Daerah; 108.570.429,08 ;0;0;0
36201510604;Kabupaten Serang;Juta rupiah;Badan Perencanaan Pembangunan Daerah; 60.370.564,40 ;0;0;0
36201510671;Kota Tangerang;Juta rupiah;Badan Perencanaan Pembangunan Daerah; 119.060.332,19 ;0;0;0
36201510672;Kota Cilegon;Juta rupiah;Badan Perencanaan Pembangunan Daerah; 84.537.543,85 ;0;0;0
36201510673;Kota Serang;Juta rupiah;Badan Perencanaan Pembangunan Daerah; 25.562.289,19 ;0;0;0
36201510674;Kota Tangerang Selatan;Juta rupiah;Badan Perencanaan Pembangunan Daerah; 69.562.289,19 ;0;0;0
36201510636;Provinsi Banten;Juta rupiah;Badan Perencanaan Pembangunan Daerah; 511.804.653,01 ;0;0;0
362015107;IHK (Indeks Harga Konsumen);;Badan Perencanaan Pembangunan Daerah;;;;
36201510701;Kabupaten Pandeglang;IHK;Badan Perencanaan Pembangunan Daerah;104,02;106,30;0;0
36201510702;Kabupaten Lebak;IHK;Badan Perencanaan Pembangunan Daerah;-;106,91;0;0
36201510703;Kabupaten Tangerang;IHK;Badan Perencanaan Pembangunan Daerah;-;-;0;0
36201510704;Kabupaten Serang;IHK;Badan Perencanaan Pembangunan Daerah;-;-;0;0
36201510771;Kota Tangerang;IHK;Badan Perencanaan Pembangunan Daerah;104,52;106,46;0;0
36201510772;Kota Cilegon;IHK;Badan Perencanaan Pembangunan Daerah;-;107,20;0;0
36201510773;Kota Serang;IHK;Badan Perencanaan Pembangunan Daerah;-;106,79;0;0
36201510774;Kota Tangerang Selatan;IHK;Badan Perencanaan Pembangunan Daerah;-;-;0;0
36201510736;Provinsi Banten;IHK;Badan Perencanaan Pembangunan Daerah;104,64;106,61;0;0
362015108;INFLASI;;Badan Perencanaan Pembangunan Daerah;;;;
36201510801;Bahan Makanan;%;Badan Perencanaan Pembangunan Daerah;102,62;107,51;0;0
36201510802;Makanan Jadi, Minuman, Rokok & Tembakau;%;Badan Perencanaan Pembangunan Daerah;106,90;108,69;0;0
36201510803;Perumahan, Air, Listrik, Gas & Bahan Bakar;%;Badan Perencanaan Pembangunan Daerah;101,60;101,77;0;0
36201510804;Sandang;%;Badan Perencanaan Pembangunan Daerah;102,07;104,22;0;0
36201510805;Kesehatan;%;Badan Perencanaan Pembangunan Daerah;102,36;104,50;0;0
36201510806;Pendidikan, rekreasi dan olahraga;%;Badan Perencanaan Pembangunan Daerah;101,78;103,13;0;0
36201510807;Transpor, komunikasi & Jasa Keuangan;%;Badan Perencanaan Pembangunan Daerah;100,39;100,21;0;0
36201510808;Umum;%;Badan Perencanaan Pembangunan Daerah;106,20;113,51;0;0
362015109;Laju Inflasi (YoY);;Badan Perencanaan Pembangunan Daerah;;;;
36201510901;Kabupaten Pandeglang;%;Badan Perencanaan Pembangunan Daerah;2,27;2,19;0;0
36201510902;Kabupaten Lebak;%;Badan Perencanaan Pembangunan Daerah;3,76;1,20;0;0
36201510903;Kabupaten Tangerang;%;Badan Perencanaan Pembangunan Daerah;-;-;0;0
36201510904;Kabupaten Serang;%;Badan Perencanaan Pembangunan Daerah;-;-;0;0
36201510971;Kota Tangerang;%;Badan Perencanaan Pembangunan Daerah;3,36;1,86;0;0
36201510972;Kota Cilegon;%;Badan Perencanaan Pembangunan Daerah;-;1,98;0;0
36201510973;Kota Serang;%;Badan Perencanaan Pembangunan Daerah;-;2,33;0;0
36201510974;Kota Tangerang Selatan;%;Badan Perencanaan Pembangunan Daerah;-;-;0;0
36201510936;Provinsi Banten;%;Badan Perencanaan Pembangunan Daerah;-;1,88;0;0
362015110;PDRB Perkapita ;;Badan Perencanaan Pembangunan Daerah;;;;
36201511001;PDRB per Kapita  Harga Berlaku (Juta Rp);Juta (Rp);Badan Perencanaan Pembangunan Daerah;66,15;0;0;0
36201511002;PDRB per Kapita Harga Berlaku  (US $);USD;Badan Perencanaan Pembangunan Daerah; 4.341,08 ;0;0;0
36201511003;Indeks Perkembangan PDRBper Kapita (2010=100);per kapita;Badan Perencanaan Pembangunan Daerah;-;0;0;0
36201511004;Laju Pertumbuhan PDRB perKapita atas Harga konstan;per kapita;Badan Perencanaan Pembangunan Daerah;-;0;0;0
36201511005;Laju Pertumbuhan PDRB  atas Harga konstan;%;Badan Perencanaan Pembangunan Daerah;3,61;0;0;0
362015111;PDRB Perkapita atas Harga Berlaku;;Badan Perencanaan Pembangunan Daerah;;;;
36201511101;Kabupaten Pandeglang;Rupiah;Badan Perencanaan Pembangunan Daerah; 25.913,27 ;0;0;0
36201511102;Kabupaten Lebak;Rupiah;Badan Perencanaan Pembangunan Daerah; 24.810,66 ;0;0;0
36201511103;Kabupaten Tangerang;Rupiah;Badan Perencanaan Pembangunan Daerah; 51.538,22 ;0;0;0
36201511104;Kabupaten Serang;Rupiah;Badan Perencanaan Pembangunan Daerah; 56.523,73 ;0;0;0
36201511171;Kota Tangerang;Rupiah;Badan Perencanaan Pembangunan Daerah; 105.915,85 ;0;0;0
36201511172;Kota Cilegon;Rupiah;Badan Perencanaan Pembangunan Daerah; 287.525,89 ;0;0;0
36201511173;Kota Serang;Rupiah;Badan Perencanaan Pembangunan Daerah; 55.040,78 ;0;0;0
36201511174;Kota Tangerang Selatan;Rupiah;Badan Perencanaan Pembangunan Daerah; 75.010,07 ;0;0;0
36201511136;Provinsi Banten;Rupiah;Badan Perencanaan Pembangunan Daerah; 66.147,39 ;0;0;0
362015112;Gini Ratio ;;Badan Perencanaan Pembangunan Daerah;;;;
36201511201;Kabupaten Pandeglang;Nilai;Badan Perencanaan Pembangunan Daerah;0,243;0;0;0
36201511202;Kabupaten Lebak;Nilai;Badan Perencanaan Pembangunan Daerah;0,271;0;0;0
